"Index", "Height(Inches)", "Weight(Pounds)"
4402, 6811601, 138099
4403, 6957164, 133752
4404, 67897, 123706
4405, 6892362, 1334767
4406, 6885579, 1294416
4407, 6693016, 1456689
4408, 7103782, 1261809
4409, 6694058, 1214461
4410, 6932304, 1422131
4411, 6721622, 1197238
4412, 6426905, 1067157
4413, 6743203, 1301147
4414, 6898981, 1385589
4415, 6738395, 120821
4416, 6772313, 1125397
4417, 6779721, 1277983
4418, 6798674, 1339054
4419, 6687883, 9956439
4420, 6975841, 1221663
4421, 6787888, 1313067
4422, 6923586, 1437584
4423, 687266, 1516764
4424, 6719957, 1156396
4425, 6658109, 1071456
4426, 6882634, 1502899
4427, 6767068, 1187544
4428, 6481833, 1089651
4429, 6888452, 1365556
4430, 6539146, 1248106
4431, 6991503, 1198377
4432, 6354206, 9976986
4433, 7013123, 1484142
4434, 6705703, 1333179
4435, 6945941, 1359285
4436, 6694935, 128028
4437, 6781851, 1228946
4438, 6365292, 1275172
4439, 6711763, 1274499
4440, 6864794, 1367766
4441, 693026, 1328961
4442, 6860861, 1224088
4443, 6680109, 1133951
4444, 7087196, 1153527
4445, 6790794, 1364296
4446, 6488167, 1313802
4447, 7078203, 1514922
4448, 7035834, 1122811
4449, 6699549, 1299559
4450, 6883182, 116898
4451, 6733693, 1242691
4452, 6898465, 1279153
4453, 6760913, 1399747
4454, 6538645, 1176032
4455, 6816769, 1331749
4456, 6817351, 119293
4457, 6988287, 1228937
4458, 6758588, 1235244
4459, 685846, 1311773
4460, 6700383, 9588791
4461, 6999553, 1583578
4462, 7253259, 133576
4463, 6508427, 1353471
4464, 6611127, 1287408
4465, 699046, 1290113
4466, 6797472, 1182064
4467, 6682932, 1369731
4468, 693533, 1344424
4469, 7139534, 1248929
4470, 6659922, 1363075
4471, 6940189, 1208579
4472, 7027495, 1359954
4473, 6731858, 1246169
4474, 7145173, 1315614
4475, 6883931, 157078
4476, 6899723, 1246289
4477, 6773454, 1321244
4478, 648353, 1182692
4479, 7074426, 1399319
4480, 7226598, 1492389
4481, 6472663, 1260976
4482, 675752, 1196545
4483, 6951645, 1402187
4484, 7048831, 1117304
4485, 6932666, 1284377
4486, 6852587, 1095741
4487, 7316001, 1351826
4488, 6428542, 1194849
4489, 6665608, 1351861
4490, 6471064, 1115654
4491, 6299042, 1156669
4492, 6870787, 1230031
4493, 6812126, 1266086
4494, 6677899, 1220006
4495, 6823149, 1196607
4496, 6842894, 1220538
4497, 640197, 1279519
4498, 7109565, 1171362
4499, 6987248, 1472908
4500, 6651831, 1254061
4501, 6857445, 1233187
4502, 6746212, 1394874
4503, 6961527, 1379174
4504, 6686386, 119266
4505, 6618998, 1159555
4506, 697905, 1305095
4507, 7021174, 1312829
4508, 7114846, 1308226
4509, 7428376, 1477877
4510, 6448835, 1027518
4511, 6597201, 124009
4512, 6651754, 1344456
4513, 6783224, 125095
4514, 687614, 1385499
4515, 7018641, 134395
4516, 6512676, 118875
4517, 7125743, 1365501
4518, 6775602, 1277343
4519, 6780062, 1205416
4520, 6671286, 1371043
4521, 659331, 1191788
4522, 7075201, 1249258
4523, 6436337, 1009973
4524, 6651439, 1110706
4525, 6903382, 1436707
4526, 65454, 1248217
4527, 6882248, 1366368
4528, 6935365, 1361504
4529, 684663, 1268492
4530, 6950765, 1331992
4531, 6768823, 138961
4532, 6941031, 1364148
4533, 6967469, 1180784
4534, 6804007, 1494074
4535, 6516827, 1242854
4536, 6615991, 1310075
4537, 6587678, 1220955
4538, 6673303, 1251468
4539, 6677722, 1077781
4540, 6793868, 1312999
4541, 6748863, 1281304
4542, 7019163, 1111449
4543, 6640732, 1110917
4544, 6805629, 1154242
4545, 6552001, 1321594
4546, 6564331, 1213271
4547, 6563637, 1362254
4548, 6770932, 1157406
4549, 6749917, 1335066
4550, 6629127, 1278453
4551, 6974138, 1423054
4552, 6345437, 1062611
4553, 6946406, 1343778
4554, 6805326, 1206881
4555, 6707399, 1395754
4556, 6559536, 1244232
4557, 7001907, 1227936
4558, 6713432, 1221132
4559, 6995471, 1398142
4560, 6831764, 1302584
4561, 6793284, 1116216
4562, 6837831, 1098238
4563, 6938169, 1382864
4564, 6783912, 1214831
4565, 6676314, 1203041
4566, 6913398, 1240916
4567, 6558554, 119738
4568, 6712002, 1324267
4569, 6820826, 126163
4570, 6983352, 1245901
4571, 6852243, 1299774
4572, 6661883, 1148356
4573, 6703413, 123505
4574, 6858395, 1247217
4575, 6848187, 1265771
4576, 6822285, 1439747
4577, 7011615, 1276471
4578, 6431068, 1196461
4579, 6891069, 1037011
4580, 6801192, 1406438
4581, 6844067, 1301721
4582, 695139, 1322547
4583, 6920247, 1183357
4584, 6604611, 1073271
4585, 66015, 1343205
4586, 6900199, 1280736
4587, 6961754, 1430774
4588, 6941293, 1274879
4589, 6842341, 1175081
4590, 6859122, 1323095
4591, 7047426, 1261309
4592, 7013001, 1387704
4593, 6901521, 1284133
4594, 7097422, 1295877
4595, 6942301, 1162255
4596, 6684684, 111121
4597, 6837668, 1187218
4598, 6780923, 1316974
4599, 664699, 1414318
4600, 7023437, 1384311
4601, 7016075, 1394051
4602, 6623907, 109824
4603, 6876154, 1254809
4604, 6464843, 1228828
4605, 6951686, 150847
4606, 677263, 1281654
4607, 6853926, 1210356
4608, 6816448, 1372303
4609, 7016738, 131504
4610, 6692499, 1279481
4611, 6718215, 1275982
4612, 6535392, 1259641
4613, 6771159, 128942
4614, 6935197, 1236344
4615, 6754023, 132426
4616, 6843556, 1220015
4617, 6650187, 1304876
4618, 689358, 1272358
4619, 6599168, 1197409
4620, 6945486, 1406464
4621, 669045, 1376207
4622, 6763969, 1181787
4623, 661437, 1284443
4624, 6759159, 1343476
4625, 7178019, 1663016
4626, 6944107, 1234122
4627, 7198935, 1427132
4628, 7015393, 1238781
4629, 7010971, 1269465
4630, 6668738, 1173343
4631, 7049701, 1371545
4632, 6543499, 1058885
4633, 6952902, 1235902
4634, 6608382, 1283405
4635, 6753462, 122189
4636, 6670738, 1191554
4637, 6768437, 1279357
4638, 649133, 1178536
4639, 6699054, 1142598
4640, 6690392, 1243436
4641, 6830928, 121873
4642, 6778254, 1071698
4643, 6667402, 1056942
4644, 6802345, 1059209
4645, 6626386, 1100377
4646, 6865872, 1264691
4647, 688758, 1335623
4648, 7066494, 1105288
4649, 6746764, 1428422
4650, 6686561, 1313179
4651, 6807938, 1420148
4652, 6697214, 1051855
4653, 6709087, 1190616
4654, 6625477, 1316159
4655, 6848544, 1231869
4656, 6756328, 1141342
4657, 6794652, 1278594
4658, 6763842, 1238136
4659, 6949172, 1391029
4660, 6935023, 1173644
4661, 6848414, 1558502
4662, 6734242, 1334692
4663, 637973, 1282173
4664, 6647145, 1289056
4665, 6839396, 1451997
4666, 6786356, 1177852
4667, 6962777, 1292314
4668, 6550648, 1103151
4669, 7272292, 1451721
4670, 7014217, 1329902
4671, 6878695, 1211068
4672, 6867806, 1374109
4673, 7131953, 1411587
4674, 6784642, 1376199
4675, 6840321, 111129
4676, 6563922, 1298425
4677, 7043045, 1304964
4678, 6800444, 1244823
4679, 6739155, 1389571
4680, 680015, 1362141
4681, 6924153, 1312422
4682, 6836251, 1063978
4683, 6848326, 1244191
4684, 6336476, 1107614
4685, 6447663, 1257709
4686, 6529852, 1140163
4687, 6660327, 1358777
4688, 7158316, 1333415
4689, 6932199, 1388873
4690, 6928785, 1326007
4691, 6572065, 1239237
4692, 7017847, 1274536
4693, 6775328, 1482412
4694, 6802834, 122158
4695, 6712107, 1197528
4696, 6966713, 1175732
4697, 6900275, 1259822
4698, 6531244, 1377114
4699, 6728896, 1082831
4700, 6880003, 1339222
4701, 6898651, 1285798
4702, 6706068, 1364265
4703, 6805695, 1282201
4704, 6684523, 112124
4705, 6859912, 1351695
4706, 6774997, 1272095
4707, 6738104, 1197502
4708, 6944609, 1195742
4709, 6616242, 1374896
4710, 6841685, 1290061
4711, 7103861, 1476293
4712, 6691687, 1269994
4713, 6877967, 1106833
4714, 6949877, 1370191
4715, 6522814, 1250944
4716, 6660077, 1429751
4717, 6916164, 1292245
4718, 6709027, 1426689
4719, 6751801, 1332004
4720, 6313165, 1358015
4721, 7345251, 1559981
4722, 6347897, 1101628
4723, 6717019, 1378439
4724, 6673316, 1210711
4725, 6793199, 1159738
4726, 7064087, 1293937
4727, 6533506, 111071
4728, 6692901, 1115159
4729, 7116317, 1449723
4730, 6819393, 1233543
4731, 6817463, 1273197
4732, 6515114, 1116275
4733, 6695485, 1234444
4734, 6871217, 1161338
4735, 6621228, 1063145
4736, 6806876, 1293926
4737, 7020125, 1453962
4738, 6733368, 130253
4739, 6763632, 1440878
4740, 6623692, 1225351
4741, 6759318, 1330454
4742, 6782746, 1074374
4743, 7117149, 149076
4744, 6472317, 1168801
4745, 6355844, 103049
4746, 6971436, 1175245
4747, 683598, 1308889
4748, 6851115, 1430422
4749, 6659144, 1052595
4750, 6890018, 1201055
4751, 6862103, 143016
4752, 6784607, 1268695
4753, 6854416, 1389043
4754, 6654197, 1215207
4755, 7009349, 1317383
4756, 6807186, 1209546
4757, 6912659, 138612
4758, 7069432, 1473622
4759, 6892726, 1300261
4760, 6710353, 1241674
4761, 6807727, 143489
4762, 6582037, 1238217
4763, 6889326, 1307247
4764, 6685902, 1232355
4765, 6944484, 1141544
4766, 6871047, 1530572
4767, 6965196, 1265914
4768, 6628558, 1208002
4769, 6930112, 129099
4770, 705502, 1457179
4771, 6709825, 1211429
4772, 6643672, 1190362
4773, 6801988, 1348026
4774, 6504188, 132806
4775, 6912072, 127696
4776, 6670731, 1311142
4777, 7177408, 1291887
4778, 682889, 1143058
4779, 649734, 1140111
4780, 714599, 1411522
4781, 6503556, 1134672
4782, 6905564, 1364157
4783, 7076986, 1347036
4784, 6774608, 1293842
4785, 65393, 978247
4786, 6801276, 1307321
4787, 7021576, 1469626
4788, 6968073, 1390045
4789, 6754382, 1264992
4790, 7015526, 1386155
4791, 6840203, 1236083
4792, 6577722, 1325113
4793, 6697553, 1252087
4794, 6902762, 1167207
4795, 6843486, 1401941
4796, 6855513, 1151087
4797, 690732, 129883
4798, 6809033, 1244072
4799, 6905185, 1278751
4800, 6695318, 1189592
4801, 6927087, 1362203
4802, 6446096, 1142431
4803, 649549, 1111484
4804, 6687663, 1344741
4805, 6823273, 1258111
4806, 69044, 1379178
4807, 6987691, 1093782
4808, 6617919, 115505
4809, 6571652, 120607
4810, 6566691, 1303822
4811, 7042201, 1308399
4812, 6853986, 1414287
4813, 6762274, 1131045
4814, 6996111, 1207486
4815, 6583646, 1111042
4816, 6888975, 136915
4817, 6611515, 1253766
4818, 6870642, 1327497
4819, 6579474, 1181206
4820, 6852388, 1297188
4821, 7082503, 1382801
4822, 6938767, 1278541
4823, 6499997, 1063608
4824, 6755168, 1185889
4825, 671831, 1175862
4826, 6817915, 1334329
4827, 6920783, 1200598
4828, 6994376, 1245943
4829, 6418266, 1186707
4830, 6805417, 1354153
4831, 6624238, 1219611
4832, 6933374, 1337451
4833, 6755372, 1181307
4834, 6724855, 1285772
4835, 6637183, 1248378
4836, 6621681, 1358262
4837, 6848138, 1152564
4838, 6599503, 1460235
4839, 6820817, 1430554
4840, 6483886, 1204189
4841, 6947052, 1361018
4842, 7066531, 1352724
4843, 6531799, 1139184
4844, 7362592, 1442733
4845, 6564183, 139218
4846, 661763, 1378042
4847, 6820944, 1230101
4848, 6733013, 126067
4849, 7070642, 1485372
4850, 6927187, 1107831
4851, 6649201, 120029
4852, 6373844, 1227468
4853, 6873929, 1286261
4854, 6595611, 1208344
4855, 682791, 1254675
4856, 6629813, 1277337
4857, 6726906, 1328131
4858, 7001685, 1417715
4859, 6699124, 1213387
4860, 6333461, 1164184
4861, 6648133, 1144604
4862, 6696424, 1263607
4863, 6776229, 1296594
4864, 6864237, 128845
4865, 7016208, 1416777
4866, 7096379, 1400763
4867, 6950635, 126771
4868, 6375673, 1049152
4869, 6797424, 1521104
4870, 661089, 1193998
4871, 6330114, 1027788
4872, 6876435, 1044743
4873, 6768224, 1229173
4874, 7111972, 1300384
4875, 68865, 1219668
4876, 7002623, 1315675
4877, 656918, 1072827
4878, 633557, 1176886
4879, 6686873, 1434791
4880, 6365356, 1026027
4881, 6550331, 1168988
4882, 6861979, 1239844
4883, 7106865, 1362899
4884, 6790434, 1232082
4885, 6904428, 1443998
4886, 6823808, 1453389
4887, 6760055, 1199359
4888, 6872349, 1316298
4889, 6972755, 1337225
4890, 6739229, 1462703
4891, 6719624, 1198227
4892, 6556913, 1079515
4893, 6593896, 1091714
4894, 683392, 1341385
4895, 6637854, 1306212
4896, 6806195, 1160239
4897, 7214804, 1344365
4898, 663, 1348203
4899, 7052384, 1165449
4900, 65956, 1263619
4901, 6977937, 1276585
4902, 6801271, 1255257
4903, 7104627, 134624
4904, 7030748, 1293855
4905, 698685, 1279899
4906, 6855351, 1195254
4907, 6804279, 1114427
4908, 6832377, 1436406
4909, 6843992, 1249
4910, 6970106, 12539
4911, 6986274, 1267733
4912, 6528588, 1202017
4913, 6823316, 1203497
4914, 6756772, 1305236
4915, 6792319, 1379222
4916, 659763, 118559
4917, 6672703, 1262936
4918, 6716036, 1358841
4919, 677804, 1221423
4920, 6455365, 1063292
4921, 6747804, 1315261
4922, 6729005, 1227303
4923, 6684522, 1148025
4924, 6383743, 1202347
4925, 6404876, 1221794
4926, 6905705, 1456834
4927, 6607726, 117709
4928, 6983849, 1319638
4929, 7033978, 1283473
4930, 6788517, 1328351
4931, 6630635, 1204227
4932, 7070419, 1274847
4933, 6463844, 1112536
4934, 6737468, 1184249
4935, 6732338, 1322462
4936, 6879557, 1370621
4937, 6949827, 130716
4938, 6918297, 1332681
4939, 6805335, 1202172
4940, 6560027, 1249529
4941, 6984728, 1350017
4942, 7120265, 1553163
4943, 661002, 1143986
4944, 6891567, 1431158
4945, 6588189, 1112503
4946, 6745521, 1218782
4947, 6721505, 1221602
4948, 6597609, 1247486
4949, 6796746, 1307902
4950, 6685926, 1280209
4951, 6762991, 1202907
4952, 671994, 1257923
4953, 6568971, 1312235
4954, 6865173, 1313886
4955, 6837333, 1268527
4956, 6648906, 1124772
4957, 6603608, 1263124
4958, 6701056, 1185625
4959, 6752148, 141824
4960, 6894504, 135164
4961, 6595216, 1380343
4962, 6870893, 1119057
4963, 640908, 1094352
4964, 6600548, 1061651
4965, 7050014, 1387377
4966, 6906617, 1388835
4967, 6720849, 1316754
4968, 6871365, 133501
4969, 704988, 1236003
4970, 7009293, 1205015
4971, 6710959, 1279008
4972, 6794613, 1082182
4973, 699019, 1328392
4974, 6845258, 1121406
4975, 695192, 1315346
4976, 6552153, 124897
4977, 6762906, 1159246
4978, 6924378, 1382668
4979, 6839542, 1315288
4980, 6477157, 1101024
4981, 7023436, 137102
4982, 6518062, 109788
4983, 6620453, 1129286
4984, 7060819, 1482754
4985, 6564079, 1193393
4986, 6972804, 1419129
4987, 6749767, 1396238
4988, 6918779, 1197962
4989, 6683553, 1157201
4990, 6717618, 121334
4991, 6875179, 1593608
4992, 6651066, 1332151
4993, 6734769, 1413034
4994, 7180087, 129831
4995, 6769782, 1207103
4996, 690048, 1415982
4997, 6906523, 1258677
4998, 6588747, 1123178
4999, 6584895, 1189697
5000, 6718311, 1127574
5001, 6379598, 1117201
5002, 6747173, 1105494
5003, 6715867, 1038433
5004, 7038311, 1599758
5005, 6668444, 1302472
5006, 6666715, 1237624
5007, 6682297, 125297
5008, 666039, 122711
5009, 7088882, 1600364
5010, 7028146, 1316777
5011, 6861527, 124199
5012, 6894252, 1225949
5013, 7000817, 143777
5014, 6392219, 1061497
5015, 6818982, 1356658
5016, 6693297, 1128116
5017, 6712819, 1187819
5018, 6729436, 1191211
5019, 7049073, 1210715
5020, 668532, 1137029
5021, 6851902, 1163811
5022, 6868968, 1280095
5023, 6764082, 1160115
5024, 6869251, 1332729
5025, 676248, 1277888
5026, 688846, 1238782
5027, 6976061, 1395499
5028, 6756118, 1266252
5029, 6978513, 1413982
5030, 7021612, 1510506
5031, 6627644, 1260282
5032, 6740846, 1484483
5033, 6820932, 1292407
5034, 6579974, 132286
5035, 6449618, 1064894
5036, 6569093, 1250984
5037, 6848055, 1302433
5038, 6617897, 1235842
5039, 6355273, 1012994
5040, 6768025, 1183701
5041, 654426, 1098414
5042, 6753819, 1311827
5043, 6720388, 1252316
5044, 6510901, 1318946
5045, 6771775, 1160773
5046, 6627965, 9828455
5047, 7103656, 1276602
5048, 6939922, 1340168
5049, 6760067, 1237417
5050, 6941439, 1254915
5051, 6706842, 1352419
5052, 6806961, 1220361
5053, 6388211, 1174632
5054, 659194, 1201212
5055, 7023642, 1244872
5056, 6384676, 116313
5057, 689074, 1218405
5058, 640135, 1269209
5059, 6736541, 1115266
5060, 6906481, 1321843
5061, 6706091, 1319966
5062, 6871498, 1187562
5063, 7010334, 1389367
5064, 7090589, 1326605
5065, 6677943, 1170903
5066, 6955338, 1218668
5067, 6845538, 1286212
5068, 6810538, 1300686
5069, 6446289, 1090084
5070, 6778582, 1103563
5071, 6582491, 1263494
5072, 6622711, 130879
5073, 654258, 1308643
5074, 6933268, 1234765
5075, 6530644, 1111681
5076, 7066767, 1511334
5077, 6786539, 1272278
5078, 6568213, 114755
5079, 6627532, 1311304
5080, 6415129, 1173512
5081, 6893691, 1267825
5082, 6677623, 1304524
5083, 6866098, 110209
5084, 6603851, 1200319
5085, 7134562, 1319006
5086, 6626107, 1189925
5087, 7096703, 1365441
5088, 6592505, 1142363
5089, 6647783, 1190131
5090, 6865041, 14486
5091, 6822052, 1308069
5092, 6953697, 1448661
5093, 7131389, 1307968
5094, 6865623, 1388268
5095, 6390685, 1300556
5096, 6954723, 124231
5097, 6383536, 1198695
5098, 6943228, 1102776
5099, 688923, 1276997
5100, 6597989, 1425486
5101, 7325816, 1570989
5102, 6569314, 1385876
5103, 6995721, 1281607
5104, 6993565, 1303446
5105, 6755601, 1191028
5106, 6747638, 1156698
5107, 6905674, 1283985
5108, 6854497, 1361737
5109, 7044462, 1166906
5110, 6711656, 1314909
5111, 6760673, 115494
5112, 6776797, 1160487
5113, 6422799, 116596
5114, 6764933, 1386958
5115, 6694828, 1260413
5116, 6883697, 145686
5117, 6903861, 1287906
5118, 6788536, 1421595
5119, 6915298, 1389115
5120, 6576655, 1220769
5121, 6641848, 1190393
5122, 6998636, 1367085
5123, 6933663, 1248379
5124, 6814856, 129218
5125, 6961056, 1245365
5126, 7024424, 1327187
5127, 6466037, 1101455
5128, 6714089, 1324193
5129, 6655536, 1206308
5130, 6702821, 1346226
5131, 6661015, 1313866
5132, 6787365, 1349717
5133, 6848489, 121162
5134, 7146727, 1461977
5135, 6752509, 1307501
5136, 6914416, 1239601
5137, 6634347, 1059251
5138, 688517, 1472738
5139, 6659398, 1284305
5140, 6879421, 1162545
5141, 6560404, 1288795
5142, 6960759, 1244609
5143, 7179002, 1311114
5144, 6539644, 133017
5145, 68186, 1230559
5146, 7064194, 1288506
5147, 6927806, 1466325
5148, 6541192, 1252607
5149, 6974131, 1359477
5150, 6968791, 1490918
5151, 6761616, 1299896
5152, 6533279, 1155896
5153, 6809827, 1225938
5154, 6778589, 1305478
5155, 6637325, 1104683
5156, 7070383, 1479488
5157, 6777536, 135435
5158, 7016781, 1322276
5159, 6508294, 1248522
5160, 6809864, 1395397
5161, 6972378, 1279841
5162, 6610587, 1295105
5163, 6881614, 1284016
5164, 6634879, 1365927
5165, 6885181, 1310471
5166, 6788949, 1358495
5167, 673565, 1247415
5168, 6787392, 1239916
5169, 6782355, 1200348
5170, 6893013, 1196138
5171, 6672655, 1044695
5172, 6996413, 1414657
5173, 7092472, 133859
5174, 6815966, 1302032
5175, 6571158, 1207602
5176, 6688241, 1161838
5177, 6787445, 1293543
5178, 6977941, 1402507
5179, 6539579, 1147891
5180, 7051058, 1177705
5181, 6656644, 1217629
5182, 6874163, 146386
5183, 6850865, 1425118
5184, 6786683, 136538
5185, 6568959, 1081989
5186, 681756, 1266541
5187, 6727204, 128769
5188, 653007, 1302829
5189, 6837952, 1262574
5190, 7039798, 1194655
5191, 653603, 1120012
5192, 688706, 1299499
5193, 6621022, 116362
5194, 6894788, 1428095
5195, 6804951, 1239961
5196, 6609906, 1184749
5197, 6589673, 1384134
5198, 6719993, 1114001
5199, 6940899, 1050894
5200, 6907487, 1291519
5201, 6765384, 1203397
5202, 6848956, 1207475
5203, 6834723, 124124
5204, 6967407, 1403264
5205, 6519464, 1191674
5206, 6981691, 1393101
5207, 6426605, 1157719
5208, 6877984, 1281583
5209, 6494194, 1199868
5210, 6940853, 1362726
5211, 6660982, 1207165
5212, 6874031, 1434148
5213, 728443, 1467131
5214, 6556742, 1141088
5215, 6730672, 1192437
5216, 6787438, 1291951
5217, 6737272, 1100987
5218, 6852976, 1328156
5219, 672006, 1207292
5220, 71326, 1336295
5221, 6699797, 1135302
5222, 7015071, 1446167
5223, 6756198, 1114511
5224, 6784632, 1311354
5225, 6799597, 1247397
5226, 7145949, 1364103
5227, 6598938, 1339456
5228, 7030094, 1480703
5229, 6963548, 1188671
5230, 6812716, 1300225
5231, 6719533, 1178517
5232, 6996297, 131029
5233, 7075433, 1397372
5234, 6490027, 9929265
5235, 6753863, 1226701
5236, 6693918, 1125864
5237, 6674599, 1146931
5238, 6753267, 1243523
5239, 6703579, 1134992
5240, 6619745, 1194549
5241, 6616514, 1162537
5242, 704784, 1412563
5243, 6671437, 112926
5244, 6752916, 1208297
5245, 7087923, 1449908
5246, 7087713, 1203404
5247, 6252373, 1010402
5248, 6778636, 1362587
5249, 671394, 1216793
5250, 6739241, 1248535
5251, 6587821, 1278471
5252, 6655073, 1375442
5253, 6577153, 1039089
5254, 6798557, 1412212
5255, 6684341, 1154613
5256, 6921199, 1285016
5257, 6635945, 1228733
5258, 6923369, 1303051
5259, 6882616, 1339048
5260, 6936336, 1390361
5261, 7020959, 1347929
5262, 6815011, 1368965
5263, 6806755, 1129757
5264, 6661783, 1130753
5265, 6684021, 1312762
5266, 7060805, 1459398
5267, 7098349, 1432473
5268, 6809578, 1362662
5269, 6863828, 1344078
5270, 6950947, 1352759
5271, 6727908, 1189625
5272, 6762248, 1065357
5273, 6598498, 1241788
5274, 7060025, 1431552
5275, 6518921, 1184354
5276, 6632422, 1206698
5277, 6762091, 1361237
5278, 6919727, 1137928
5279, 661129, 1246016
5280, 6812418, 1337479
5281, 6948945, 1437332
5282, 6716699, 1226097
5283, 6645846, 1279224
5284, 6857463, 1199155
5285, 7002842, 1582521
